,Fitness,Iteration,Keep Percent,Population Size,Time,max_iters,use_fast_mimic
0,9.0,0,0.3,150,0.003944448000000378,150,True
1,13.0,1,0.3,150,0.04728177800000033,150,True
2,13.0,2,0.3,150,0.08495611200000042,150,True
3,13.0,3,0.3,150,0.12655878999999892,150,True
4,18.0,4,0.3,150,0.17356473599999944,150,True
5,18.0,5,0.3,150,0.21276723099999906,150,True
6,111.0,6,0.3,150,0.25184821000000035,150,True
7,116.0,7,0.3,150,0.3025502709999994,150,True
8,116.0,8,0.3,150,0.3426041719999997,150,True
9,117.0,9,0.3,150,0.39300556699999944,150,True
10,118.0,10,0.3,150,0.43161651199999973,150,True
11,118.0,11,0.3,150,0.5065842079999996,150,True
12,121.0,12,0.3,150,0.5761418039999988,150,True
13,121.0,13,0.3,150,0.6444752270000009,150,True
14,121.0,14,0.3,150,0.7102955669999993,150,True
15,121.0,15,0.3,150,0.7760895689999998,150,True
16,121.0,16,0.3,150,0.8138042510000005,150,True
17,122.0,17,0.3,150,0.8580282090000004,150,True
18,122.0,18,0.3,150,0.9038167669999986,150,True
19,122.0,19,0.3,150,0.940325227999999,150,True
20,122.0,20,0.3,150,0.9857077489999995,150,True
21,122.0,21,0.3,150,1.0657503720000001,150,True
22,122.0,22,0.3,150,1.1331473589999987,150,True
23,122.0,23,0.3,150,1.1962826389999996,150,True
24,122.0,24,0.3,150,1.2619427819999984,150,True
25,122.0,25,0.3,150,1.3264577949999996,150,True
26,122.0,26,0.3,150,1.390056425000001,150,True
27,122.0,27,0.3,150,1.449504774000001,150,True
